ProductID,CompetitorPrice,HistoricalPrice,Demand,CustomerSatisfaction,TimeOfDay,DayOfWeek,Price
5557,420,724,Low,High,Afternoon,Monday,73
5558,510,470,Medium,High,Afternoon,Friday,73
5559,657,544,Low,High,Afternoon,Monday,48
5560,433,662,High,High,Morning,Friday,63
5561,800,776,Low,High,Morning,Friday,72
5562,525,555,Medium,High,Morning,Tuesday,53
5563,716,681,Medium,Low,Night,Thursday,44
5564,654,747,High,High,Night,Tuesday,40
5565,610,404,High,Medium,Night,Wednesday,49
5566,794,749,Low,Low,Evening,Wednesday,76
5567,581,511,Low,High,Evening,Thursday,46
5568,421,556,High,High,Evening,Wednesday,76
5569,714,565,High,Medium,Night,Thursday,74
5570,588,402,Low,Low,Evening,Wednesday,45
5571,627,414,High,Low,Night,Friday,69
5572,769,520,Low,High,Afternoon,Friday,60
5573,431,531,Medium,Medium,Night,Tuesday,44
5574,682,450,Medium,Low,Afternoon,Tuesday,79
5575,648,754,Low,High,Morning,Monday,80
5576,681,531,High,High,Night,Thursday,52
5577,622,738,High,Medium,Afternoon,Wednesday,47
5578,666,422,Medium,High,Night,Monday,62
5579,761,748,Low,Medium,Night,Tuesday,68
5580,763,562,Low,Low,Night,Friday,68
5581,684,548,High,High,Morning,Thursday,61
5582,767,623,Medium,Medium,Evening,Wednesday,76
5583,469,716,Medium,Low,Night,Tuesday,42
5584,451,454,High,Low,Afternoon,Friday,75
5585,496,405,Low,High,Night,Tuesday,77
5586,508,400,High,High,Evening,Friday,40
5587,720,432,Medium,Medium,Evening,Wednesday,73
5588,711,422,Low,Medium,Afternoon,Wednesday,76
5589,551,744,High,Medium,Morning,Friday,61
5590,444,470,High,High,Morning,Tuesday,70
5591,492,646,High,Low,Evening,Wednesday,78
5592,743,710,High,Low,Afternoon,Tuesday,60
5593,705,552,Medium,Medium,Evening,Thursday,59
5594,545,617,Low,Medium,Morning,Tuesday,61
5595,433,576,High,Medium,Morning,Monday,41
5596,671,601,High,High,Afternoon,Friday,55
5597,768,718,Medium,Medium,Morning,Thursday,66
5598,401,787,High,Medium,Morning,Friday,74
5599,661,426,High,High,Afternoon,Wednesday,69
5600,486,514,Low,High,Night,Tuesday,52
5601,536,545,High,Medium,Afternoon,Friday,58
5602,525,541,Medium,High,Evening,Monday,77
5603,474,534,Medium,Low,Morning,Monday,41
5604,591,625,Medium,High,Morning,Wednesday,77
5605,708,573,Medium,High,Night,Friday,79
5606,579,583,Low,Low,Afternoon,Wednesday,65
5607,746,638,Low,High,Night,Wednesday,58
5608,718,716,Medium,Medium,Afternoon,Monday,71
5609,694,534,Medium,Low,Morning,Wednesday,67
5610,638,424,High,Medium,Afternoon,Wednesday,77
5611,463,777,High,Medium,Evening,Thursday,55
5612,737,692,Low,Low,Afternoon,Monday,46
5613,578,685,Low,Low,Afternoon,Thursday,44
5614,542,474,Medium,Medium,Afternoon,Monday,75
5615,499,766,High,High,Morning,Tuesday,67
5616,781,428,Medium,High,Afternoon,Thursday,40
5617,462,470,High,High,Afternoon,Thursday,78
5618,716,792,Medium,Medium,Evening,Monday,53
5619,488,568,High,Low,Evening,Thursday,58
5620,432,617,Low,Medium,Afternoon,Monday,44
5621,476,665,Medium,Low,Evening,Thursday,64
5622,685,743,Low,Low,Morning,Monday,65
5623,680,789,Medium,Medium,Afternoon,Monday,49
5624,409,579,High,Medium,Evening,Wednesday,53
5625,685,642,Medium,High,Night,Wednesday,78
5626,629,578,High,Medium,Morning,Monday,40
5627,446,712,High,Medium,Morning,Monday,52
5628,663,566,Low,High,Night,Wednesday,50
5629,674,703,High,High,Night,Tuesday,74
5630,770,693,Low,High,Afternoon,Tuesday,46
5631,411,476,High,Low,Night,Friday,64
5632,773,508,Medium,Low,Morning,Thursday,42
5633,733,758,High,Medium,Evening,Wednesday,45
5634,637,451,High,Medium,Morning,Wednesday,54
5635,681,694,Medium,Medium,Morning,Monday,59
5636,612,751,Medium,Low,Evening,Monday,54
5637,554,470,Low,Medium,Afternoon,Monday,40
5638,403,636,Low,Medium,Afternoon,Monday,53
5639,718,519,Medium,Medium,Afternoon,Monday,57
5640,459,488,High,Low,Morning,Thursday,51
5641,599,530,Low,Medium,Morning,Wednesday,56
5642,588,508,Low,Medium,Afternoon,Friday,47
5643,628,750,High,Medium,Afternoon,Monday,60
5644,440,604,High,Medium,Afternoon,Friday,41
5645,766,616,High,Medium,Evening,Monday,77
5646,506,702,Medium,Medium,Afternoon,Wednesday,45
5647,452,460,High,High,Night,Friday,65
5648,775,632,Low,Medium,Evening,Monday,72
5649,742,604,High,High,Evening,Thursday,43
5650,407,505,High,High,Evening,Thursday,60
5651,493,484,High,Medium,Evening,Thursday,80
5652,539,425,Low,Low,Afternoon,Tuesday,52
5653,734,600,Low,High,Evening,Wednesday,77
5654,719,638,Low,Medium,Night,Wednesday,51
5655,609,660,High,High,Night,Tuesday,74
5656,615,644,Low,Low,Morning,Friday,71
5657,671,511,High,Medium,Night,Tuesday,51
5658,455,672,Low,High,Night,Wednesday,66
5659,476,634,Low,Low,Afternoon,Thursday,58
5660,459,732,High,Medium,Morning,Monday,41
5661,639,720,High,High,Afternoon,Wednesday,55
5662,673,697,Low,High,Morning,Friday,49
5663,702,425,Medium,Low,Night,Tuesday,73
5664,400,799,High,Low,Night,Thursday,49
5665,634,636,Low,Low,Night,Thursday,58
5666,612,731,Medium,High,Afternoon,Monday,69
5667,760,524,Medium,Low,Morning,Monday,74
5668,550,746,Low,Medium,Night,Wednesday,78
5669,460,468,Medium,Low,Night,Thursday,75
5670,795,487,High,Low,Evening,Friday,71
5671,552,677,Low,Medium,Night,Thursday,54
5672,457,779,Low,High,Afternoon,Thursday,76
5673,798,731,High,Low,Evening,Wednesday,58
5674,588,620,High,Medium,Evening,Friday,48
5675,480,734,Medium,Medium,Morning,Thursday,73
5676,774,738,Low,Low,Afternoon,Monday,46
5677,410,495,Medium,Medium,Afternoon,Thursday,54
5678,654,623,Medium,Low,Evening,Tuesday,70
5679,678,800,Low,High,Afternoon,Tuesday,72
5680,712,484,Low,Low,Afternoon,Monday,75
5681,696,633,Low,Medium,Night,Tuesday,68
5682,758,407,Low,High,Night,Friday,50
5683,412,518,High,Medium,Morning,Friday,54
5684,646,423,Medium,Low,Evening,Wednesday,61
5685,616,603,Medium,Medium,Afternoon,Tuesday,73
5686,561,614,High,High,Evening,Thursday,46
5687,573,436,High,High,Evening,Thursday,70
5688,700,406,Low,High,Morning,Monday,41
5689,766,462,Medium,Low,Evening,Monday,67
5690,720,451,Low,Low,Morning,Thursday,56
5691,642,481,High,High,Evening,Thursday,72
5692,451,437,Low,High,Afternoon,Friday,44
5693,500,700,Low,High,Evening,Thursday,52
5694,666,543,High,Low,Afternoon,Wednesday,73
5695,752,569,Low,Medium,Night,Thursday,57
5696,457,790,Low,Medium,Night,Friday,66
5697,760,595,Medium,Low,Morning,Wednesday,57
5698,497,588,High,Low,Evening,Wednesday,42
5699,587,715,High,Low,Night,Tuesday,70
5700,708,461,Medium,Medium,Night,Monday,80
5701,554,618,Medium,High,Morning,Tuesday,63
5702,402,693,Medium,Medium,Morning,Thursday,46
5703,572,741,Low,High,Morning,Tuesday,77
5704,772,574,High,Low,Morning,Wednesday,61
5705,490,621,Medium,Medium,Afternoon,Wednesday,54
5706,723,433,Low,High,Afternoon,Monday,77
5707,756,508,High,High,Evening,Thursday,75
5708,511,424,High,Medium,Morning,Tuesday,45
5709,405,654,Low,Medium,Night,Friday,53
5710,504,598,Medium,Low,Evening,Wednesday,76
5711,600,733,High,Medium,Evening,Friday,67
5712,506,547,Medium,Medium,Morning,Wednesday,72
5713,447,467,High,High,Afternoon,Wednesday,62
5714,463,605,High,High,Morning,Tuesday,48
5715,523,750,High,Low,Morning,Friday,67
5716,480,765,Low,High,Night,Tuesday,80
5717,756,739,Medium,High,Morning,Thursday,44
5718,455,495,Low,High,Evening,Friday,55
5719,435,597,High,High,Morning,Tuesday,63
5720,798,760,Medium,High,Evening,Wednesday,40
5721,666,744,Low,Low,Night,Wednesday,63
5722,685,763,Medium,High,Morning,Tuesday,72
5723,680,730,High,Low,Morning,Friday,70
5724,600,639,High,Low,Morning,Thursday,56
5725,463,478,Low,Low,Night,Monday,75
5726,581,556,Low,High,Evening,Wednesday,43
5727,572,530,Medium,Medium,Afternoon,Thursday,65
5728,731,745,High,Medium,Night,Monday,69
5729,724,761,Low,Medium,Night,Thursday,51
5730,613,786,High,Medium,Morning,Monday,41
5731,400,752,Low,Low,Afternoon,Monday,63
5732,561,583,High,High,Afternoon,Thursday,74
5733,531,454,Medium,High,Afternoon,Wednesday,54
5734,652,544,Low,Low,Night,Wednesday,66
5735,468,527,Low,Medium,Evening,Thursday,50
5736,412,658,Medium,Medium,Evening,Thursday,65
5737,672,529,Medium,Medium,Morning,Friday,59
5738,652,405,Low,Low,Afternoon,Tuesday,40
5739,696,589,High,High,Night,Tuesday,57
5740,531,622,High,High,Morning,Tuesday,68
5741,552,401,Medium,Low,Evening,Wednesday,76
5742,731,522,Low,Medium,Night,Wednesday,79
5743,742,405,Medium,Low,Afternoon,Wednesday,72
5744,725,422,High,Low,Afternoon,Wednesday,57
5745,518,532,Low,Low,Night,Tuesday,55
5746,594,726,High,Medium,Afternoon,Monday,53
5747,789,661,Low,Low,Afternoon,Thursday,68
5748,405,481,High,Low,Morning,Thursday,50
5749,711,532,Low,High,Afternoon,Thursday,54
5750,774,530,Low,Medium,Afternoon,Monday,53
5751,482,589,High,Low,Night,Wednesday,66
5752,484,720,High,Medium,Morning,Monday,77
5753,562,760,Low,Low,Afternoon,Monday,77
5754,537,675,High,Medium,Afternoon,Thursday,50
5755,742,685,Low,Medium,Evening,Tuesday,71
5756,604,760,Medium,High,Evening,Thursday,49
5757,671,605,Medium,Medium,Night,Monday,65
5758,786,507,High,Low,Morning,Friday,55
5759,403,671,Low,Low,Afternoon,Friday,74
5760,432,438,High,Medium,Evening,Monday,48
5761,500,483,High,High,Afternoon,Thursday,80
5762,714,522,High,Medium,Afternoon,Tuesday,45
5763,550,665,High,High,Afternoon,Wednesday,64
5764,498,527,High,Medium,Night,Monday,54
5765,403,702,Medium,Low,Morning,Tuesday,58
5766,484,797,Low,High,Evening,Friday,61
5767,400,496,Medium,Medium,Afternoon,Tuesday,71
5768,507,603,High,High,Night,Thursday,59
5769,751,592,High,Medium,Night,Monday,52
5770,483,638,High,Medium,Morning,Tuesday,63
5771,686,533,High,High,Afternoon,Friday,51
5772,605,449,Low,Medium,Night,Friday,60
5773,473,653,Medium,High,Evening,Friday,70
5774,545,609,High,Medium,Evening,Monday,43
5775,594,757,Low,Medium,Night,Thursday,51
5776,493,523,Medium,High,Evening,Tuesday,70
5777,763,730,Medium,Medium,Evening,Thursday,59
5778,769,623,Medium,Medium,Afternoon,Friday,48
5779,506,491,High,Low,Evening,Friday,40
5780,444,702,Medium,High,Afternoon,Wednesday,42
5781,670,421,Medium,High,Afternoon,Wednesday,47
5782,552,535,Medium,Low,Morning,Friday,55
5783,667,660,Medium,High,Night,Friday,55
5784,678,622,High,Low,Afternoon,Friday,55
5785,418,545,High,Low,Night,Monday,79
5786,480,480,Medium,High,Afternoon,Wednesday,72
5787,764,523,Low,Medium,Evening,Wednesday,62
5788,628,784,Low,Low,Evening,Monday,73
5789,454,765,Low,High,Night,Thursday,66
5790,683,623,High,Low,Evening,Thursday,55
5791,651,723,Medium,Low,Night,Monday,41
5792,800,567,Medium,Low,Afternoon,Wednesday,46
5793,637,501,Low,Low,Morning,Thursday,44
5794,507,619,Low,Medium,Night,Monday,50
5795,407,622,High,Medium,Night,Monday,68
5796,426,514,Low,Low,Morning,Thursday,48
5797,710,579,Medium,Low,Morning,Thursday,50
5798,798,722,High,High,Evening,Tuesday,63
5799,696,669,High,High,Night,Tuesday,58
5800,698,677,High,High,Evening,Monday,66
5801,580,776,Medium,High,Afternoon,Thursday,60
5802,774,705,High,Medium,Evening,Thursday,46
5803,643,532,Medium,High,Morning,Thursday,76
5804,438,776,Low,Low,Night,Wednesday,78
5805,534,663,Medium,Low,Night,Wednesday,76
5806,429,702,Low,High,Morning,Friday,44
5807,682,704,High,High,Evening,Thursday,50
5808,544,416,Low,Low,Evening,Thursday,67
5809,635,528,High,Low,Morning,Thursday,75
5810,743,699,Low,High,Morning,Thursday,64
5811,703,543,High,Medium,Evening,Tuesday,52
5812,783,599,High,High,Morning,Wednesday,74
5813,462,470,Medium,Medium,Morning,Thursday,45
5814,777,691,High,High,Evening,Monday,67
5815,724,408,High,High,Night,Thursday,42
5816,517,747,Medium,High,Night,Friday,49
5817,727,715,High,Low,Night,Thursday,55
5818,725,481,Medium,Medium,Afternoon,Monday,79
5819,758,666,Medium,Medium,Afternoon,Monday,74
5820,473,614,Low,High,Evening,Monday,44
5821,771,650,Low,Medium,Night,Monday,44
5822,517,415,Low,Medium,Afternoon,Friday,65
5823,422,464,Low,Medium,Afternoon,Wednesday,64
5824,628,454,Medium,High,Evening,Thursday,66
5825,661,683,Low,Medium,Night,Friday,45
5826,718,661,Medium,Medium,Night,Thursday,56
5827,470,537,Medium,Medium,Morning,Tuesday,79
5828,407,592,Low,High,Night,Monday,71
5829,743,635,Medium,High,Morning,Friday,70
5830,403,531,Low,Medium,Night,Monday,50
5831,795,785,High,High,Afternoon,Thursday,77
5832,793,681,Medium,Medium,Afternoon,Monday,52
5833,721,576,High,Low,Morning,Friday,49
5834,730,422,High,High,Afternoon,Friday,71
5835,550,538,Medium,High,Evening,Tuesday,42
5836,588,494,Medium,High,Evening,Monday,48
5837,586,711,High,Medium,Morning,Friday,70
5838,660,700,High,Low,Morning,Monday,46
5839,488,769,Medium,High,Afternoon,Monday,68
5840,560,428,Medium,Medium,Night,Monday,50
5841,417,620,Medium,High,Afternoon,Tuesday,80
5842,543,636,High,Medium,Afternoon,Friday,72
5843,577,757,High,Medium,Afternoon,Thursday,73
5844,685,729,High,High,Evening,Wednesday,43
5845,711,758,High,Medium,Afternoon,Thursday,49
5846,748,454,Low,High,Evening,Thursday,52
5847,766,638,Medium,High,Evening,Wednesday,54
5848,673,514,Medium,Low,Morning,Monday,59
5849,400,410,High,Low,Morning,Monday,62
5850,756,535,Medium,High,Afternoon,Wednesday,46
5851,431,773,Medium,Medium,Afternoon,Tuesday,64
5852,613,539,Medium,Medium,Night,Tuesday,47
5853,498,597,Medium,High,Morning,Monday,72
5854,401,736,High,Medium,Evening,Tuesday,51
5855,543,680,High,High,Evening,Wednesday,51
5856,651,438,Medium,Medium,Morning,Tuesday,55
5857,631,741,Medium,Medium,Morning,Thursday,48
5858,544,588,Medium,Low,Night,Friday,71
5859,791,436,High,High,Evening,Tuesday,71
5860,415,444,Medium,Medium,Night,Monday,68
5861,598,707,Medium,Low,Afternoon,Tuesday,65
5862,670,652,Medium,Medium,Night,Monday,49
5863,766,506,High,Low,Morning,Friday,66
5864,508,684,High,High,Evening,Monday,63
5865,640,516,Low,High,Night,Thursday,78
5866,615,624,Medium,Low,Night,Wednesday,47
5867,463,450,High,Low,Morning,Thursday,73
5868,559,410,High,Low,Morning,Tuesday,57
5869,514,511,High,Low,Night,Tuesday,68
5870,727,648,High,Low,Night,Wednesday,54
5871,439,403,Low,High,Night,Friday,74
5872,684,663,Medium,High,Night,Thursday,59
5873,411,483,High,High,Morning,Thursday,57
5874,788,662,Medium,Medium,Night,Monday,64
5875,569,604,Low,Low,Morning,Tuesday,64
5876,703,638,High,Medium,Afternoon,Friday,55
5877,762,758,High,Medium,Morning,Tuesday,54
5878,765,475,Low,Medium,Evening,Friday,78
5879,786,562,Low,High,Morning,Friday,71
5880,509,654,Low,Low,Afternoon,Friday,43
5881,785,679,Low,Medium,Morning,Tuesday,71
5882,414,704,High,Medium,Evening,Monday,56
5883,625,574,Medium,Medium,Afternoon,Monday,77
5884,428,754,Medium,Low,Evening,Monday,69
5885,587,481,High,Medium,Night,Thursday,68
5886,506,721,Low,Low,Evening,Monday,65
5887,653,503,Low,High,Night,Tuesday,44
5888,519,417,Medium,Medium,Evening,Tuesday,67
5889,656,458,High,Low,Afternoon,Tuesday,68
5890,683,648,Medium,High,Morning,Friday,49
5891,720,432,Low,Low,Morning,Tuesday,43
5892,421,423,High,Medium,Night,Wednesday,71
5893,703,648,Low,Low,Night,Monday,53
5894,757,538,High,High,Evening,Tuesday,68
5895,448,429,Medium,High,Night,Monday,78
5896,441,509,Medium,Low,Morning,Tuesday,58
5897,592,778,Low,Low,Evening,Wednesday,80
5898,647,553,Low,High,Afternoon,Wednesday,40
5899,732,635,High,Medium,Afternoon,Friday,51
5900,568,554,High,High,Morning,Friday,62
5901,779,414,High,High,Afternoon,Monday,70
5902,735,462,Low,High,Night,Friday,60
5903,432,681,High,High,Night,Thursday,72
5904,448,544,Low,Low,Morning,Friday,62
5905,413,723,Low,Medium,Evening,Monday,60
5906,740,600,Medium,Medium,Afternoon,Monday,40
5907,444,676,High,Low,Afternoon,Monday,74
5908,654,566,Medium,Medium,Afternoon,Monday,58
5909,760,568,Medium,Low,Evening,Tuesday,71
5910,544,481,High,Medium,Afternoon,Tuesday,64
5911,490,467,Low,Low,Afternoon,Tuesday,48
5912,799,467,Low,Medium,Morning,Wednesday,73
5913,658,610,High,Low,Night,Wednesday,79
5914,623,581,Low,Low,Morning,Tuesday,73
5915,472,503,Medium,High,Night,Monday,66
5916,692,730,Medium,Low,Afternoon,Friday,48
5917,443,653,Medium,Medium,Afternoon,Thursday,75
5918,661,574,Medium,High,Evening,Wednesday,40
5919,506,640,Medium,Medium,Night,Wednesday,73
5920,527,496,High,High,Night,Friday,41
5921,675,495,Low,Low,Afternoon,Monday,52
5922,417,407,High,Low,Morning,Thursday,51
5923,475,518,Low,High,Night,Thursday,48
5924,712,720,High,Low,Afternoon,Tuesday,72
5925,732,482,High,Low,Afternoon,Thursday,75
5926,686,508,Medium,Low,Night,Friday,66
5927,718,744,Low,Medium,Evening,Thursday,65
5928,427,492,High,High,Afternoon,Friday,51
5929,634,417,High,Medium,Evening,Tuesday,65
5930,501,411,High,Medium,Morning,Wednesday,63
5931,657,639,Low,Medium,Night,Friday,65
5932,449,747,Low,High,Evening,Tuesday,52
5933,636,777,Low,Low,Evening,Monday,80
5934,587,471,High,Low,Night,Tuesday,56
5935,424,651,High,Low,Morning,Thursday,68
5936,529,497,High,Medium,Morning,Friday,48
5937,403,638,Low,Medium,Afternoon,Thursday,67
5938,445,562,Low,Medium,Night,Monday,68
5939,401,570,Low,Medium,Morning,Tuesday,77
5940,781,581,High,Low,Afternoon,Friday,69
5941,556,445,Medium,Low,Night,Monday,40
5942,517,779,High,Medium,Evening,Thursday,53
5943,503,414,Medium,Low,Evening,Friday,77
5944,610,460,High,High,Afternoon,Tuesday,63
5945,610,491,Low,Low,Afternoon,Tuesday,46
5946,756,761,Medium,High,Night,Monday,74
5947,403,466,High,Medium,Night,Wednesday,43
5948,605,463,Medium,Low,Night,Tuesday,72
5949,693,452,Low,Medium,Morning,Tuesday,48
5950,761,665,Low,High,Night,Thursday,61
5951,450,620,Medium,Low,Afternoon,Thursday,58
5952,680,621,High,Low,Night,Monday,70
5953,764,408,Low,High,Night,Friday,66
5954,737,528,High,High,Night,Monday,69
5955,480,665,Low,Medium,Evening,Friday,47
5956,699,764,High,High,Evening,Thursday,62
5957,708,516,Medium,Medium,Night,Tuesday,76
5958,785,617,High,Medium,Evening,Friday,43
5959,469,559,Medium,Low,Evening,Friday,57
5960,416,482,Medium,Low,Morning,Thursday,40
5961,594,509,High,Medium,Night,Friday,42
5962,553,751,Medium,High,Morning,Tuesday,71
5963,623,441,Low,High,Afternoon,Thursday,71
5964,526,641,Medium,Medium,Morning,Tuesday,55
5965,586,674,Medium,Low,Night,Monday,75
5966,676,526,High,High,Morning,Wednesday,67
5967,676,428,Medium,High,Evening,Monday,51
5968,440,470,High,Medium,Afternoon,Friday,65
5969,666,687,High,High,Morning,Wednesday,63
5970,772,480,Low,Low,Evening,Monday,50
5971,532,595,High,Medium,Morning,Monday,54
5972,590,535,Low,High,Morning,Tuesday,73
5973,791,561,Low,Low,Morning,Monday,74
5974,637,539,High,Medium,Morning,Tuesday,43
5975,625,543,High,Low,Morning,Friday,46
5976,482,674,High,High,Morning,Friday,43
5977,427,509,High,High,Afternoon,Monday,50
5978,643,647,High,High,Night,Tuesday,50
5979,443,644,Low,High,Morning,Friday,46
5980,628,683,High,Medium,Night,Friday,58
5981,532,658,Low,High,Night,Friday,62
5982,555,573,High,Medium,Morning,Friday,79
5983,668,788,Medium,Low,Night,Monday,72
5984,701,432,Low,Medium,Afternoon,Wednesday,69
5985,585,545,Low,Low,Evening,Wednesday,55
5986,504,799,High,Low,Evening,Thursday,58
5987,649,551,Low,High,Night,Thursday,59
5988,763,707,High,Medium,Night,Tuesday,70
5989,430,563,High,High,Morning,Friday,65
5990,551,589,High,Medium,Afternoon,Wednesday,75
5991,441,563,Low,Medium,Evening,Friday,66
5992,502,633,High,Low,Afternoon,Monday,41
5993,481,673,High,Medium,Afternoon,Tuesday,68
5994,579,581,Medium,Low,Night,Tuesday,74
5995,525,422,Medium,Medium,Night,Thursday,55
5996,643,687,High,Low,Night,Thursday,77
5997,717,756,Low,High,Night,Thursday,63
5998,567,783,Medium,Medium,Evening,Thursday,58
5999,425,746,Medium,Low,Night,Tuesday,59
6000,631,451,High,Low,Afternoon,Monday,67
6001,779,519,High,High,Evening,Tuesday,72
6002,632,558,Medium,Medium,Morning,Tuesday,65
6003,515,528,High,High,Night,Friday,41
6004,738,509,High,Low,Morning,Thursday,63
6005,511,493,Medium,Medium,Morning,Friday,48
6006,562,503,Medium,High,Evening,Wednesday,69
6007,457,457,Medium,High,Afternoon,Wednesday,74
6008,671,549,Low,Low,Afternoon,Thursday,41
6009,616,412,Medium,Low,Morning,Monday,49
6010,618,793,Low,Medium,Evening,Tuesday,79
6011,403,493,Medium,Low,Night,Monday,67
6012,772,518,Low,High,Night,Wednesday,55
6013,564,675,Medium,Low,Afternoon,Monday,69
6014,435,528,High,Medium,Night,Thursday,46
6015,440,507,High,Medium,Night,Tuesday,70
6016,419,524,Medium,High,Morning,Tuesday,53
6017,560,586,Low,Medium,Evening,Tuesday,54
6018,730,574,Low,Low,Afternoon,Wednesday,75
6019,449,521,High,Low,Night,Thursday,69
6020,515,515,High,Low,Evening,Thursday,73
6021,470,534,Low,Low,Night,Thursday,43
6022,648,426,High,Medium,Evening,Friday,44
6023,757,626,Low,Medium,Night,Monday,74
6024,493,779,High,Medium,Morning,Thursday,59
6025,694,639,Medium,High,Afternoon,Monday,43
6026,624,710,Low,High,Afternoon,Wednesday,54
6027,668,459,Low,High,Night,Monday,62
6028,780,462,Low,Medium,Morning,Tuesday,42
6029,631,685,Low,High,Afternoon,Wednesday,62
6030,674,739,Medium,Low,Morning,Tuesday,64
6031,477,614,Low,Medium,Afternoon,Thursday,51
6032,767,668,Medium,High,Morning,Wednesday,40
6033,505,414,Low,Low,Morning,Friday,72
6034,615,522,High,Medium,Night,Monday,48
6035,524,540,High,Medium,Morning,Tuesday,58
6036,736,580,Medium,Low,Evening,Thursday,80
6037,452,784,Medium,High,Night,Monday,43
6038,478,524,Low,High,Night,Thursday,72
6039,563,416,Low,High,Afternoon,Monday,62
6040,716,635,Medium,Low,Morning,Monday,61
6041,563,582,High,Low,Evening,Wednesday,54
6042,400,453,Low,High,Evening,Wednesday,69
6043,787,677,Low,High,Morning,Thursday,63
6044,683,780,Low,High,Morning,Friday,69
6045,772,743,High,Low,Night,Wednesday,66
6046,776,763,Medium,Medium,Afternoon,Friday,53
6047,457,473,High,High,Night,Tuesday,45
6048,639,629,Medium,Medium,Night,Tuesday,75
6049,474,553,Medium,Medium,Evening,Tuesday,58
6050,665,793,Low,Low,Morning,Friday,50
6051,494,713,Low,High,Night,Tuesday,60
6052,739,611,Medium,Low,Morning,Thursday,44
6053,531,725,Medium,Low,Night,Tuesday,64
6054,768,459,High,Medium,Evening,Wednesday,55
6055,589,610,Low,High,Night,Monday,52
6056,482,417,Medium,Low,Afternoon,Thursday,52
6057,621,783,High,High,Morning,Monday,68
6058,730,668,High,Low,Afternoon,Wednesday,58
6059,555,608,Low,Medium,Afternoon,Thursday,65
6060,593,780,Medium,Medium,Evening,Thursday,51
6061,734,687,High,High,Night,Monday,58
6062,459,638,Low,Low,Evening,Friday,73
6063,752,528,Medium,Low,Afternoon,Wednesday,41
6064,669,623,Medium,Low,Afternoon,Monday,43
6065,700,717,Low,High,Night,Thursday,51
6066,777,581,Low,Low,Evening,Friday,70
6067,629,473,Low,High,Evening,Friday,65
6068,432,712,Low,Low,Night,Tuesday,63
6069,603,745,Medium,Medium,Morning,Friday,42
6070,693,541,Medium,High,Night,Tuesday,44
6071,515,671,Low,Low,Afternoon,Thursday,58
6072,472,760,Low,High,Morning,Tuesday,80
6073,742,738,High,Low,Evening,Thursday,70
6074,412,496,High,Medium,Afternoon,Friday,57
6075,405,678,Medium,High,Morning,Monday,67
6076,735,765,Low,High,Morning,Wednesday,65
6077,495,452,Low,Low,Evening,Thursday,62
6078,414,631,High,Medium,Evening,Tuesday,46
6079,600,439,High,Medium,Morning,Tuesday,68
6080,415,471,High,Low,Morning,Friday,42
6081,597,662,Medium,Low,Evening,Tuesday,70
6082,669,706,Low,High,Night,Monday,56
6083,537,406,High,High,Night,Wednesday,75
6084,578,601,Low,High,Morning,Wednesday,60
6085,455,796,Medium,Low,Evening,Monday,79
6086,486,447,High,Low,Morning,Friday,66
6087,550,582,High,Medium,Evening,Wednesday,54
6088,544,475,Low,High,Afternoon,Tuesday,78
6089,585,644,High,Low,Night,Monday,59
6090,660,736,Low,Medium,Morning,Wednesday,65
6091,779,441,Medium,Low,Afternoon,Wednesday,44
6092,738,719,Low,High,Evening,Tuesday,72
6093,532,794,Low,Low,Evening,Thursday,66
6094,663,585,High,High,Night,Monday,57
6095,558,709,Medium,Medium,Morning,Monday,50
6096,759,582,Medium,Medium,Evening,Friday,43
6097,408,544,High,High,Evening,Thursday,79
6098,414,593,Low,Medium,Night,Tuesday,48
6099,490,444,Low,Medium,Afternoon,Wednesday,71
6100,519,729,Low,High,Evening,Wednesday,76
6101,466,448,High,High,Evening,Wednesday,76
6102,552,440,High,High,Afternoon,Friday,75
6103,741,443,Medium,Medium,Evening,Tuesday,72
6104,563,620,Low,Medium,Evening,Friday,76
6105,501,767,Medium,Medium,Evening,Tuesday,74
6106,671,507,Medium,Low,Morning,Friday,48
6107,499,544,Medium,Medium,Afternoon,Monday,56
6108,528,797,Low,Medium,Night,Friday,50
6109,504,410,Medium,Medium,Evening,Monday,61
6110,741,442,Low,Low,Morning,Tuesday,80
6111,643,642,High,Medium,Night,Wednesday,52
6112,645,636,High,High,Night,Tuesday,71
6113,644,475,Low,Low,Morning,Monday,64
6114,693,445,Low,Medium,Morning,Wednesday,67
6115,778,629,Low,High,Morning,Tuesday,68
6116,641,427,High,Low,Evening,Friday,42
6117,589,656,Medium,Low,Morning,Friday,69
6118,605,787,Medium,Medium,Evening,Wednesday,54
6119,671,444,Low,Medium,Afternoon,Monday,59
6120,488,621,Low,Medium,Evening,Thursday,42
6121,415,461,Low,Medium,Afternoon,Friday,40
6122,652,652,Medium,Medium,Evening,Friday,76
6123,500,413,Low,Medium,Night,Wednesday,76
6124,535,445,High,Low,Evening,Monday,59
6125,635,437,Low,Low,Evening,Monday,51
6126,469,539,Medium,High,Morning,Friday,54
6127,698,536,Low,Low,Evening,Monday,79
6128,510,434,Low,Low,Afternoon,Monday,69
6129,692,453,High,Low,Afternoon,Wednesday,47
6130,543,794,High,High,Evening,Tuesday,61
6131,590,440,High,High,Night,Friday,60
6132,510,679,Low,Medium,Afternoon,Thursday,44
6133,469,736,Medium,High,Afternoon,Tuesday,71
